word,korean_meaning,selected_pos,selected_meaning,english_definition,example_sentence,example_translation,topic_group,assigned_topic,skipped_topics,skip_reason,image_prompt,video_prompt,safety_replaced,quality_status,generation_status,retry_count,failure_reason,manual_review
session,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The session is important.,session(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The session is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The session is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
strict,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The strict is important.,strict(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The strict is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The strict is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
twist,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The twist is important.,twist(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The twist is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The twist is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
spill,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The spill is important.,spill(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The spill is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The spill is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
union,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The union is important.,union(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The union is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The union is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
maximum,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The maximum is important.,maximum(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The maximum is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The maximum is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
semester,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The semester is important.,semester(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The semester is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The semester is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
ceiling,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The ceiling is important.,ceiling(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The ceiling is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The ceiling is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
stationery,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The stationery is important.,stationery(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The stationery is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The stationery is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
term,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The term is important.,term(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The term is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The term is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
journey,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The journey is important.,journey(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The journey is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The journey is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
theater,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The theater is important.,theater(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The theater is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The theater is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
fee,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The fee is important.,fee(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The fee is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The fee is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
prepare,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The prepare is important.,prepare(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The prepare is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The prepare is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
surprised,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The surprised is important.,surprised(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The surprised is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The surprised is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
receive,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The receive is important.,receive(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The receive is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The receive is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
nervous,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The nervous is important.,nervous(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The nervous is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The nervous is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
stage,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The stage is important.,stage(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The stage is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The stage is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
vacation,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The vacation is important.,vacation(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The vacation is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The vacation is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
vocation,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The vocation is important.,vocation(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The vocation is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The vocation is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
